,ego,activated,activated alters,timestep,true threshold,bin_var1,var1,var2,observed
1061,1112,1,0,1,-2.1842126773387145,1,-0.6848166863107938,-1.1027709055827633,1
1062,1113,1,4,2,0.6367530776577761,1,-1.2407428157119433,0.4557614355853069,0
1063,1114,1,4,2,3.8455765024015234,0,0.0931556285805605,-0.48113374697690153,0
1064,1115,1,4,2,0.22539517859504632,0,-1.524254092498815,-0.23784410631915429,0
1065,1116,1,9,3,5.7944802095547425,0,-0.5740793945401473,0.7165105215726099,0
1066,1117,1,0,1,-3.4323086482832252,1,-0.991558941121099,-1.1056713214810563,1
1067,1118,1,0,1,-3.146570220476891,1,-0.07973171839954782,-2.41611873587965,1
1068,1119,1,11,6,10.158162547551806,1,0.6726862845741484,1.3073667712332542,0
1069,1120,1,2,2,1.4202718659889224,1,0.3810803554561252,-0.8903222123343378,0
1070,1121,1,14,7,12.180074913998963,1,2.2529959519982223,1.0021297995686154,0
1071,1122,1,7,5,5.151512708351685,0,1.1895163953411272,-1.8728068886849993,0
1072,1123,1,7,5,6.120888805228613,0,-0.06528383033606233,0.6764702951411624,0
1073,1124,1,11,6,6.190401878407322,0,1.6760599090365758,-1.628754255372733,0
1074,1125,1,3,4,2.6982122476994066,1,-0.70300285833191,0.12528801979138882,1
1075,1126,1,10,6,5.621527698942648,0,-2.5176983599656792e-05,0.39492555041451805,0
1076,1127,1,7,5,6.069305118835089,0,0.5469896052918024,-0.12132474914981695,0
1077,1128,1,6,5,4.918914672696661,0,-0.34074138412455,0.15126903099497743,0
1078,1129,1,3,4,2.4066779878731692,0,0.6606518884285445,-1.3482003219395646,0
1079,1130,1,1,3,0.3241169009948674,0,0.5410305583944484,-2.1961239072245635,1
1080,1131,1,9,5,8.94609495907151,1,1.6598670383664507,-0.3959515115983873,0
1081,1132,1,5,4,3.9083377493518827,1,0.215376572864654,0.07009274286792082,0
1082,1133,1,13,6,12.17855429028187,1,0.4931276335556323,2.159879629223983,0
1083,1134,1,1,2,0.4429499992154986,1,-1.3223207736267566,0.021165334624787584,1
1084,1135,1,3,3,1.3755115948968084,1,-1.6260058490266243,0.38032940232986023,0
1085,1136,1,7,4,3.3282896032616236,1,-0.6711765354612627,0.3584686990699677,0
1086,1137,1,7,4,6.542639581147842,1,0.21884017527203198,0.689530821623111,0
1087,1138,1,4,3,3.2606040388995967,0,-1.4908733219785681,0.7506436360042312,0
1088,1139,1,0,1,-2.18988802159923,0,-1.7744666532342053,-0.9155570869887407,1
1089,1140,1,5,3,2.140390346012551,1,-0.4766414327660904,0.29023479586140016,0
1090,1141,1,11,5,10.549968611159308,1,1.6603341492077424,-0.042670672349697535,0
1091,1142,1,3,2,2.829272193970198,0,-0.27489942752665864,-0.4716597207545821,0
1092,1143,1,11,5,10.603756368015755,0,-0.008051313092167927,1.8713571871286614,0
1093,1144,1,10,5,8.530861594763186,1,-0.09096947347029774,1.3485441694661877,0
1094,1145,1,0,1,-5.0043454271714065,1,-1.893207807661411,-0.7833595121636989,1
1095,1146,1,4,2,1.579579251149676,0,-1.3476167855423544,0.11496896754929695,0
1096,1147,1,10,5,9.866253452293003,0,0.5105407220809267,0.678476872982377,0
1097,1148,1,0,1,-0.018426016630930908,1,-0.3411492774464488,-0.32940950402255803,1
1098,1149,1,7,4,6.416062617828295,1,-0.38562524300675166,0.6423516370547749,0
1099,1150,1,6,4,5.74552521120679,0,0.2946419257846522,-0.35979269864904817,0
1100,1151,1,11,5,9.281607390172905,0,1.3184903718791603,-0.11092077707733959,0
1101,1152,1,6,3,4.090328822641508,0,0.49837742729161755,-0.5267166332282179,0
1102,1153,1,0,1,-6.095556460240347,1,-2.12894986001641,-0.9420044050169788,1
1103,1154,1,8,4,5.193354359043445,1,1.1945202764996183,-0.9784027224110161,0
1104,1155,1,5,3,4.856857510406849,0,-0.46728748743549714,0.02539888688696514,0
1105,1156,1,13,5,9.692393734121785,0,0.5148485057208476,0.9494686787130715,0
1106,1157,1,8,4,4.176313632519812,1,0.020844519918058982,0.049011344568247295,0
1107,1158,1,1,2,0.1644441273212358,1,0.45245716666326036,-1.0307891838774295,1
1108,1159,1,1,2,0.4636664887616422,0,-1.2224204677409187,0.15656212482999998,1
1109,1160,1,1,2,0.7077865069350504,1,1.2476149932110414,-2.3043370879963163,1
1110,1161,1,3,3,2.025679899104955,0,-0.7793368843832716,-0.5487952416583336,0
1111,1162,1,3,3,0.842980728378403,1,-0.7042230530312906,-0.7497997507624617,0
1112,1163,1,6,4,3.98397705705463,1,1.1483207427167166,-1.4585764629671303,0
1113,1164,1,7,4,6.167866375008512,1,0.9499372116960502,-0.13803889876430195,0
1114,1165,1,11,5,8.87881326781635,1,0.35548369559105875,1.2949629016441293,0
1115,1166,1,7,4,5.296296919160653,0,0.30082101585865645,0.17614081170440116,0
1116,1167,1,10,5,9.264049362018062,0,0.828830676695979,0.3848527981453581,0
1117,1168,1,10,5,7.158980021488905,0,-0.3880489230092505,1.0100804618943282,0
1118,1169,1,1,3,0.9352599108211679,0,-0.04465924375717896,-1.167093398235981,1
1119,1170,1,13,6,10.547442687140117,1,-0.07066273066478627,2.134466544466012,0
1120,1171,1,3,3,2.3638794256853592,1,-0.5216562290984864,-0.30976142644239385,0
1121,1172,1,3,3,1.699050722912263,1,0.3724210905418913,-0.9840516132063696,0
1122,1173,1,10,5,9.863864379356077,1,0.7616419171246512,1.4562851645840353,0
1123,1174,1,3,3,1.7080073156359576,0,-1.7674841060903066,0.6912757703624202,0
1124,1175,1,1,2,0.5981132436772452,1,-0.445470430709671,-0.78358095732313,1
1125,1176,1,11,5,10.983024654680252,1,0.8361969124590006,1.0118894786667842,0
1126,1177,1,0,1,-1.316783209726228,0,0.49347761899048964,-2.5346178966635593,1
1127,1178,1,1,2,0.3991120224525542,1,-1.4965318602089535,0.20065124198238027,1
1128,1179,1,3,3,2.68053855665877,1,-1.1277928255835379,0.20416088418107545,0
1129,1180,1,6,4,3.781388769344095,1,-0.3035031839001268,-0.07731363398404456,0
1130,1181,1,3,3,1.684299835214273,0,-0.5021094939343652,-0.6278279079471256,0
1131,1182,1,8,5,5.821846612417346,0,-0.5679315965535818,0.8723134794125824,0
1132,1183,1,4,4,3.154742362725054,1,0.09881076786699125,-0.7950184306920948,0
1133,1184,1,7,5,4.804794178023707,1,0.288031485202133,0.1937861753543955,0
1134,1185,1,3,4,2.5542415264709044,1,-0.21967277623390558,-0.13546075488254275,0
1135,1186,1,5,5,3.932729924236513,0,-0.10127488038320807,-0.31504366548502666,0
1136,1187,1,7,6,4.7516648669970944,0,-1.4814209689894615,1.349305818799375,0
1137,1188,1,6,6,5.920289920108299,0,-0.582344687144108,0.09109438607419972,0
1138,1189,1,8,7,5.623215500349075,0,0.2923452536385146,0.6266236848868861,0
1139,1190,1,7,7,5.753319168185023,1,-0.3633421807177659,1.2100924591971383,0
1140,1191,1,7,7,4.526010589357874,1,0.810095079406115,-0.5912920540472218,0
1141,1192,1,3,6,2.3029134248335525,1,-0.4243724208523077,0.0016262682187607321,1
1142,1193,1,9,8,5.908113659431359,1,1.697239823552237,-1.0193075950858823,0
1143,1194,1,8,8,4.5203088971367995,1,-0.5439629327484863,0.7829931748139655,0
1144,1195,1,13,10,11.429493310364693,1,1.9881014514653694,1.0500767484593216,0
1145,1196,1,2,7,1.6400284371052958,1,-0.49380190908858435,-0.6122783157135931,1
1146,1197,1,5,8,3.6260035108406536,1,0.08122760183431348,-0.47854831052368185,0
1147,1198,1,0,1,-1.5030605647624982,1,-1.1709375630027332,-0.3992646534471139,1
1148,1199,1,8,9,7.910950926491854,1,0.4296176553043455,1.0630618023063578,0
1149,1200,1,5,9,4.1521190437886535,1,-0.23654699257942474,-0.26492563394667784,0
1150,1201,1,11,13,10.050020597722149,0,1.2463650739196126,-0.06284426830106843,1
1151,1202,1,3,9,2.9951350973798143,0,-0.45560034691797613,-0.6441762493281892,1
1152,1203,1,7,11,6.829532704274578,0,-0.21186590056180432,0.7788813617397297,1
1153,1204,1,5,10,4.637327374591365,0,-0.1779479386888334,0.1433458973954195,0
1154,1205,1,10,17,9.784570991073066,0,0.2986729225222242,1.538455357012481,1
1155,1206,1,9,15,8.380040149352267,0,0.472461396791157,0.5815532464549342,1
1156,1207,1,5,13,4.116757692850312,1,-0.6220042393218341,0.7248012982902955,1
1157,1208,1,10,18,9.87316777439495,1,-0.6125691908477598,2.540705540358215,1
1158,1209,1,13,19,12.741333967046584,1,1.272939635856827,1.9149644395844299,0
1159,1210,1,4,12,3.2691991641949816,1,-0.7438798137333513,0.309645553807132,1
1160,1211,1,8,16,7.785970748849257,1,0.36101336374815707,0.5227962376803538,1
1161,1212,1,10,18,9.584118738391528,0,-0.6375039948891337,1.7745965190482587,1
1162,1213,1,7,14,6.742203048244736,0,-0.15494648498088098,0.23328611807943275,1
1163,1214,1,12,19,10.217632609409025,1,0.7682004813695006,1.0702730667162512,0
1164,1215,1,14,20,12.865342917791008,1,1.7148799099731398,1.4696841367921358,0
1165,1216,1,2,3,0.45413762442720507,1,0.23067088557081414,-1.863773702786531,0
1166,1217,1,2,3,1.847203207655546,1,-0.21083934121904813,-0.17778139951112504,0
1167,1218,1,8,7,7.319831865749232,1,1.8846446859478456,-0.9901142445991659,1
1168,1219,1,1,2,0.5762386276172335,0,-1.8106610764778521,0.9281926767682855,1
1169,1220,1,1,2,0.3176529985442953,1,-0.7924757226325743,-0.6838081941210532,1
1170,1221,1,3,3,1.7350099817427995,1,-0.6108489338867535,-0.2233920433469118,0
1171,1222,1,9,6,8.11715136583074,1,0.9087665156496886,0.7007526185334562,1
1172,1223,1,7,5,6.474649409977722,1,-0.7011615106364575,1.3569151122625582,1
1173,1224,1,8,7,7.043503644694313,0,-0.2007632166191488,0.809461111713994,0
1174,1225,1,0,1,-1.1085925702867265,0,-1.0454556445947147,-1.5462493107263613,1
1175,1226,1,7,6,5.517663048779102,0,1.9379998014140758,-1.3572844950559617,0
1176,1227,1,3,4,2.035839624883539,1,0.10319959775656574,-0.45653512267519775,1
1177,1228,1,11,8,7.4374884635755505,0,0.943060041819887,-0.330481227203387,0
1178,1229,1,8,7,7.60836518824509,0,0.41877487608170194,0.33680755865910805,0
1179,1230,1,8,7,6.176398243007421,1,-0.16401389321873208,0.8891337278683458,0
1180,1231,1,7,7,6.889468475373315,0,-0.0901681785255971,1.1653157108184955,0
1181,1232,1,5,6,4.185330359254888,1,-1.2298970815471062,1.9350073787199322,1
1182,1233,1,3,5,2.9256832669608195,0,-0.5378379930450767,-0.6827918837265402,1
1183,1234,1,13,9,12.27444640449399,0,1.7552717524195833,-0.013067302669842051,0
1184,1235,1,14,10,13.690742311801785,0,0.22472333803795821,2.258516358548777,1
1185,1236,1,1,2,0.5302783401570843,0,-1.0882694949949492,-0.8360426060005951,1
1186,1237,1,4,6,3.887147195137466,0,-0.10837446557316296,-0.2207194890578379,1
1187,1238,1,12,8,8.80990126701291,0,1.1245333441635532,-0.07156565046337701,0
1188,1239,1,2,2,0.6234081011290857,1,-0.9062389301150753,-0.39528337654771106,0
1189,1240,1,5,6,4.2696311878822595,1,0.5078324324297724,-0.29079118265586773,1
1190,1241,1,8,7,6.300578891254712,0,-0.09034144995186841,0.5356455925945132,0
1191,1242,1,0,1,-0.8511743467704458,1,-1.0369096745958588,-0.6686513715511819,1
1192,1243,1,9,7,7.4902357695344595,1,0.8670571690746336,0.5301423912810254,0
1193,1244,1,7,7,3.291576852458423,0,-1.0632345720744252,0.7383574019667871,0
1194,1245,1,14,9,11.330185007178697,0,0.664038264156795,1.624870938076537,0
1195,1246,1,0,1,-2.723139228955114,1,-0.9194877558040822,-0.24316873255904015,1
1196,1247,1,3,6,2.9364039365814882,0,0.055927694314718536,-1.1129140174088192,1
1197,1248,1,4,6,2.8383959784493076,0,-0.6460461581663164,-0.15740927888711287,0
1198,1249,1,7,7,5.4575056230486245,0,-0.4628348820355432,0.3013786166361142,0
1199,1250,1,11,8,9.523715060944154,1,1.2894627365341311,0.6030917580591799,0
1200,1251,1,10,8,8.851758436273153,0,1.7937967130840506,-0.9058632659832511,0
1201,1252,1,4,5,2.221044892684835,1,-0.8804085423734878,0.43040219143812514,0
1202,1253,1,13,9,11.670446209845123,0,0.8810899048256169,1.5933226808554837,0
1203,1254,1,9,7,8.517723766235571,0,-0.09629360082344444,0.7501634773778185,0
1204,1255,1,5,5,3.5725300946768352,1,0.10989572929432487,-0.061292711589850564,0
1205,1256,1,2,2,1.8192752935447571,0,1.3117320374996253,-2.0719778566617086,0
1206,1257,1,5,4,4.392628033141625,1,1.0758571378872233,-0.36154655139172337,1
1207,1258,1,13,9,12.983189500904672,1,1.394867642366773,0.5690232949773838,1
1208,1259,1,7,4,5.4022763294738425,1,-0.005049852945651153,0.6346627509747291,0
1209,1260,1,10,5,8.282916977219074,1,0.9993899238085342,0.8974902997661541,0
1210,1261,1,0,1,-1.3115757975895768,1,-0.7786971427380666,-0.9312808060394603,1
1211,1262,1,0,1,-0.6524511932034397,1,0.6626323537993458,-2.3506451794724748,1
1212,1263,1,8,3,6.468072006243066,0,0.3207725539191195,0.4129078723617185,0
1213,1264,1,3,2,2.1607087942866814,0,-1.3370288148051717,1.0326320445394583,0
1214,1265,1,3,2,1.2139380963116637,1,-0.25718471112852165,-0.4343220573462028,0
1215,1266,1,8,3,5.140487276239004,1,0.31218274228805426,0.2516865165222794,0
1216,1267,1,3,2,1.864926168768149,0,-0.20793999129080531,-0.7668490541463294,0
1217,1268,1,9,3,3.31275932731651,0,0.33691216512480926,-1.2102497314539016,0
1218,1269,1,2,2,1.3698335094208043,1,-1.0008062213321811,0.29418160294433154,0
1219,1270,1,0,1,-2.60350060684995,1,0.024635423318364442,-1.6275075659612614,1
1220,1271,1,5,3,1.8945773440416276,1,0.015550559216118698,-0.6604636467750176,0
1221,1272,1,5,3,2.5298155913293714,1,1.3278181589843074,-1.918194403960219,0
1222,1273,1,2,2,1.8852914632019508,0,-1.0366538138894001,0.25642660344678353,0
1223,1274,1,10,4,6.6004326767865145,1,-0.65247683522579,0.9020856097341514,0
1224,1275,1,5,3,3.8571365088034777,1,-0.04546317154097563,-0.34558040253068606,0
1225,1276,1,9,4,8.342241738814977,1,1.7401394507796144,-0.08394033477586466,0
1226,1277,1,8,4,5.473105819025013,1,0.0481959194040212,0.5968289379749223,0
1227,1278,1,14,17,13.711595089502891,0,1.5585014889326814,1.1565257461535885,1
1228,1279,1,11,5,10.731373391322164,1,0.00364366417603432,1.8888924169748103,0
1229,1280,1,0,1,-0.20076167766233444,0,-1.4054855560791537,-0.8237743652563522,1
1230,1281,1,0,1,-0.48433913960458863,0,0.4882139478087479,-1.9322913029646822,1
1231,1282,1,13,16,12.680571396800385,1,0.8803414970380462,1.8966519341853196,0
1232,1283,1,5,3,3.8461322232957684,0,0.3099185421703209,-0.41173328118593233,0
1233,1284,1,7,5,6.5233761874502765,0,-0.7651162132979962,0.3843576518672854,1
1234,1285,1,4,2,3.7382652857509284,1,-1.0343296381243718,0.9655109142289316,0
1235,1286,1,4,2,1.772449358142146,1,0.012426303598919695,-0.08739372944198098,0
1236,1287,1,0,1,-4.797726937663522,0,-1.2775409908167805,-0.87907474400316,1
1237,1288,1,10,15,9.628560184478708,0,0.8798799214955909,0.25148179354445577,1
1238,1289,1,10,15,9.404010885656504,1,1.6539186098084284,0.009714150675560059,1
1239,1290,1,6,6,5.199176946637591,1,-0.8278497982056228,1.075889937302401,1
1240,1291,1,13,17,12.059488535448136,0,-0.43709891396451994,2.6146592596490486,1
1241,1292,1,0,1,-1.8819295565691831,1,-1.3011789903506341,-0.6415630235573264,1
1242,1293,1,9,14,8.61727268101557,0,0.7497339461699101,0.32266391596440963,1
1243,1294,1,12,16,11.846060721881386,0,2.1203378046842714,0.2670371349694934,0
1244,1295,1,8,13,6.859164174621347,0,0.29806636227122696,0.2395013607033541,0
1245,1296,1,6,11,5.155304025413155,0,-0.14365509512176255,-0.1818776745939584,1
1246,1297,1,14,18,13.683407379576353,1,1.4449868499773975,1.7832617022686026,1
1247,1298,1,2,6,1.63152169358292,1,-0.19632459300250493,-0.03482748636650989,1
1248,1299,1,9,12,6.518431647897649,0,-0.21087951049850542,0.5050208222747945,0
1249,1300,1,5,10,3.5513864828162465,1,1.8238081423167893,-1.5581258965354008,0
1250,1301,1,4,9,3.6116775790445868,0,1.6162487630445168,-2.514200710861842,1
1251,1302,1,11,12,10.126936917380826,0,-0.27632911078893296,1.6004532517243781,0
1252,1303,1,0,1,-2.5623828550176997,0,-0.4520961900442821,-2.505350242796093,1
1253,1304,1,10,11,8.257965349062186,1,-0.4506896689246849,0.8566546357172459,0
1254,1305,1,2,7,1.0315641057176657,0,-0.36128118832776845,-0.9443758103103188,1
1255,1306,1,11,11,9.22902427909583,1,0.6247777096727174,1.263976154328325,0
1256,1307,1,5,9,3.6131341072341776,0,0.05681304988782977,-0.7430551128912024,0
1257,1308,1,4,8,2.756361727381903,1,-0.3362404919834806,0.12701430909569242,0
1258,1309,1,10,10,7.782673662625989,1,1.112701304392141,-0.29669160542456363,0
1259,1310,1,10,10,8.113527626398325,1,0.21957620559059662,0.6699154152994011,0
1260,1311,1,5,8,3.0558624752053984,0,-0.18772656184067896,-0.36334738690137647,0
1261,1312,1,8,9,6.534561999259694,1,1.1879671873953834,0.2388586160915559,0
1262,1313,1,0,1,-2.18018116354066,0,-2.7468481428261056,0.8619295735940526,1
1263,1314,1,9,9,7.69335211254498,1,2.2005622498992063,-0.6275635364010566,0
1264,1315,1,6,7,4.970719867078673,1,-0.46991881441980166,1.114841011402796,0
1265,1316,1,5,6,4.091305786694127,1,-0.66659023003861,1.47846560256425,0
1266,1317,1,14,11,13.802319983279487,1,1.467764057797092,1.8398547642008216,1
1267,1318,1,2,5,1.5013573106256486,1,-1.3456167509689743,0.2501012593546042,1
1268,1319,1,9,7,8.97641580887435,0,1.4746058267926574,-0.19875592881599924,0
1269,1320,1,3,5,2.582945590387482,1,-0.6796513984194047,-0.1011659359129618,1
1270,1321,1,5,6,4.738464535066257,1,0.2598085193144967,-0.50948167810021,0
1271,1322,1,3,4,2.772715131579906,1,-0.5430486286320764,0.004794020979430604,1
1272,1323,1,3,5,2.473133584707727,0,0.5512924843782467,-1.0654905712022134,1
1273,1324,1,7,6,5.7446173652028865,0,0.4071730686793246,-0.23791917416212902,0
1274,1325,1,10,6,7.386468153134518,1,-0.04802351429732164,1.3694987750771788,0
1275,1326,1,13,7,10.60640578409518,1,2.3491537106732996,-0.05816085299467951,0
1276,1327,1,0,1,-0.7171103470037546,1,-0.3974009772944262,-0.9750453174285572,1
1277,1328,1,11,6,8.069462661337086,0,1.1963945476954005,0.22840480857905512,0
1278,1329,1,2,3,1.170921930503928,0,-0.8222365701754544,0.22122745157085966,1
1279,1330,1,5,4,3.490126688961811,1,0.7906521411532833,-0.33436279058606994,0
1280,1331,1,7,5,5.123807926080488,1,0.22308645608664665,-0.24040076655873696,0
1281,1332,1,9,5,7.556262691821451,0,-0.10950202197658152,0.6595731388146421,0
1282,1333,1,9,5,8.098311644629044,1,-0.2673153226920173,1.7009533110659216,0
1283,1334,1,5,3,4.19062772953544,1,1.624648312447069,-1.5553455293803147,0
1284,1335,1,9,5,8.09163306779535,1,0.1294728174162437,1.5423600734236191,0
1285,1336,1,2,2,1.2039493308511862,0,-0.7131828669349757,-0.7611453107088979,0
1286,1337,1,0,1,-7.278927570434316,1,-1.060199970869425,-2.3690504460100956,1
1287,1338,1,9,4,8.433936077738869,0,0.8345546967386248,0.436109815242707,0
1288,1339,1,3,2,2.6588854770861534,1,-0.04282177782394283,-0.25538416030857297,0
1289,1340,1,6,3,3.8457575030631457,1,0.8478626216484297,-0.9268038131185196,0
1290,1341,1,0,1,-2.054563384568746,0,-0.3850039032207035,-1.4554186270790261,1
1291,1342,1,3,2,1.7070835305532905,0,-0.7999855842764457,-0.14667002810051802,0
1292,1343,1,10,4,6.497081475056752,1,0.340392915965746,0.053346780281218815,0
1293,1344,1,0,1,-2.31633358690013,0,-1.8318554073690247,-0.686222838432338,1
1294,1345,1,5,3,2.3740978640895984,0,0.3489168236571062,-1.178429374018105,0
1295,1346,1,6,3,3.2071901627701243,1,-0.06914068872625012,-0.4617315422335326,0
1296,1347,1,10,4,9.894571292151303,0,1.7763668444628415,-0.12427219355008863,0
1297,1348,1,9,4,6.749465721025004,0,0.8215561732518566,-0.5578475190701769,0
1298,1349,1,9,4,7.564176602629378,1,1.5088581819971048,-0.463682123287645,0
1299,1350,1,4,3,2.5351538093399926,0,0.11565548365293853,-0.9582883000822783,0
1300,1351,1,13,5,9.456809118603703,1,0.6871273239007966,1.0650583462764278,0
1301,1352,1,2,2,1.2187604955855653,0,0.3432611984535043,-1.5584896213674477,0
1302,1353,1,3,2,2.0665128932665904,0,-1.7544040873832674,0.9574167186800155,0
1303,1354,1,0,1,-3.065881210730857,0,-0.2929934844240322,-2.393241693120658,1
1304,1355,1,12,4,9.028659878368881,0,1.609204478648177,-0.6173184385635743,0
1305,1356,1,7,3,3.7174762801022556,1,-0.3594126696796097,0.12462865598734185,0
1306,1357,1,7,3,5.849840780712794,0,0.8777734776858651,-0.1962209967839854,0
1307,1358,1,0,1,-0.7817071262089176,0,-0.8527020358374435,-1.2508197660431668,1
1308,1359,1,9,3,7.967976804970286,0,0.378101470373571,0.6356081297914377,0
1309,1360,1,5,2,4.4311105913119775,0,1.09699739205883,-1.5542466800266634,0
1310,1361,1,0,1,-1.6092183512716534,0,-2.0203890065748036,-0.08204619656110058,1
1311,1362,1,4,2,0.032987839661477086,0,-0.8813381289296233,-0.8334387028441983,0
1312,1363,1,7,3,6.015507526984808,0,-0.17761888453202232,0.5500049079407124,0
1313,1364,1,0,1,-2.189945016734096,1,-0.7028336287689818,-0.8184171490020054,1
1314,1365,1,0,1,-4.785647955721935,1,-2.614150617058028,-0.3492396654422383,1
1315,1366,1,10,4,9.436882842189538,1,0.9814872239015628,0.6307431507039736,0
1316,1367,1,12,5,11.55421271919384,0,1.4764134745131847,0.4288725007280735,0
1317,1368,1,7,3,5.532825361605123,0,-0.8364866574983211,0.9742180934080675,0
1318,1369,1,12,5,9.740782580350974,0,1.5981354324625965,0.42853747208815024,0
1319,1370,1,0,1,-3.0927831232199843,1,-0.2049551711405716,-1.5092790988452267,1
1320,1371,1,6,3,5.730643743941207,0,0.0007436226820437308,-0.39615928615412754,1
1321,1373,1,7,4,5.997111900115262,0,-0.35179068554344,0.7398962556206587,0
1322,1374,1,3,2,2.576828979233975,1,-0.22380261886219,-0.6306479574301265,0
1323,1375,1,0,1,-0.1624014359789382,1,-0.03094420528931541,-1.295394996023449,1
1324,1376,1,8,4,5.00291350112961,0,1.5459420304418825,-1.4237113655523284,0
1325,1377,1,7,4,4.377721732109977,0,-1.3027362069844082,0.6778636356767174,0
1326,1378,1,0,1,-0.07746477447215283,0,-0.29795230460326705,-0.8209681204245614,1
1327,1379,1,11,5,10.986849649391681,1,1.3255052052929066,1.0914064007950852,0
1328,1380,1,5,3,4.924917488525978,1,0.1685449327642147,0.5118935596134095,1
1329,1381,1,6,3,4.789078353270773,1,0.2415033140415378,0.433192587680391,0
1330,1382,1,0,1,-3.716434635845067,1,-1.5523997943419525,-1.1082332136114714,1
1331,1383,1,10,5,7.666323687746974,0,0.25580546809441257,0.23144726063946283,0
1332,1384,1,12,6,11.495820574452859,0,1.4214181925500515,0.5297567318301631,0
1333,1385,1,0,1,-7.044466478119326,1,-2.73272686428369,-0.8961578685239723,1
1334,1386,1,9,4,7.82080159563788,1,0.4896603495674675,0.8498624632903091,0
1335,1387,1,6,3,4.002676602156563,1,1.9413015415771917,-1.827264668521596,0
1336,1388,1,12,6,11.913928581732517,1,1.1991075291319195,1.8190224911420176,1
1337,1389,1,14,7,13.747553579688653,0,0.9186088671429754,2.1682832866090465,0
1338,1390,1,0,1,-0.6444494089273077,1,-1.373369117346179,-0.2278572995356247,1
1339,1391,1,2,2,0.26755181427683916,1,0.8721724013370366,-1.6084934061977951,0
1340,1392,1,7,3,5.612087381300629,0,-0.6799794559436333,1.1673479270609934,0
1341,1393,1,1,2,0.14174854926264802,0,-0.6568841609066792,-1.37908314033353,1
1342,1394,1,2,2,1.4549053561215946,1,-0.4852832718324628,-0.5466038150214354,0
1343,1395,1,2,2,1.0149341926164066,1,-0.1834505363944895,-0.5820278392779017,0
1344,1396,1,8,3,7.174133464968345,0,0.5671051099062409,-0.4688158507751787,0
1345,1397,1,3,2,2.466757595885829,1,0.5303748742813532,-1.3197069922117406,0
1346,1398,1,8,3,3.654888597338948,1,-0.7977164554423605,0.5746770906183102,0
1347,1399,1,13,4,9.001806258989317,0,0.4823067509788217,0.8021827805796226,0
1348,1400,1,8,3,3.346683055241478,0,-0.7810209750465775,0.05654741128562402,0
1349,1401,1,0,1,-0.003512297871799186,1,0.08954118423989312,-0.8608144657626869,1
1350,1402,1,7,3,2.9942620333419576,0,-0.27716608873506926,-0.4150272335059799,0
1351,1403,1,0,1,-2.645623982638022,0,-2.3997294191771803,-0.03250090456709137,1
1352,1404,1,12,4,11.023012679801043,0,0.8525945470765985,0.7437872011777338,0
1353,1405,1,3,2,0.766137324519581,1,-1.3457782544448866,0.3267299750630034,0
1354,1406,1,4,2,1.5921606903025105,1,0.3842037114994199,-1.5181179709729276,0
1355,1407,1,12,4,11.600010309547265,0,1.505776880753043,0.5468345012797033,0
1356,1408,1,8,3,6.257419035593631,0,0.09166225398798182,0.43877940732791165,0
1357,1409,1,3,2,2.955178291312146,0,1.932087832368881,-2.3506595030662534,0
1358,1410,1,0,1,-2.036414215135662,0,-1.4757010433539266,-0.6851336801374552,1
1359,1411,1,6,3,3.649966614650353,1,0.2707355844548794,-0.35630837961285705,0
1360,1412,1,10,4,8.419657630923604,0,0.4667489617510873,0.4226968719104506,0
1361,1413,1,0,1,-0.7640773856743435,0,-1.127294761055722,-0.7236948392603342,1
1362,1414,1,3,2,2.2252805082789298,1,0.6327873844378271,-1.059133050473741,0
1363,1415,1,5,3,3.0429467424271546,1,-1.5849853709168336,0.963309544062231,0
1364,1416,1,7,4,6.440416914998655,0,0.8559736867793831,0.10744673393313721,0
1365,1417,1,6,4,5.856257054594595,1,0.38167669945098065,0.9202098656738843,0
1366,1418,1,12,7,10.070048344639082,1,0.17948898695233895,1.240040158763099,0
1367,1419,1,0,1,-0.9166867028181604,1,-0.16616827657162575,-1.2153568538057324,1
1368,1420,1,12,7,9.817091029070717,1,-0.11613045265899016,2.098784326211546,0
1369,1421,1,7,5,4.722242805927164,0,0.11220831685845571,-0.1187215046691246,0
1370,1422,1,4,4,3.7864572718976266,0,0.9734924798964716,-1.2451773558353825,1
1371,1423,1,7,6,5.276158914067656,1,0.17473327445889883,0.16118199302680572,0
1372,1424,1,6,5,3.5361150098253304,1,1.0627944945253922,-1.4753005222968076,0
1373,1425,1,8,6,6.755104702123106,0,0.5453232621046153,0.0047387748342512925,0
1374,1426,1,9,6,8.697539954800902,1,0.6686814537352914,1.070907179870078,0
1375,1427,1,13,7,9.669992791421995,1,1.0850749395762294,0.6617604481304659,0
1376,1428,1,2,2,0.21812434270253855,1,-1.020030598047681,0.07067861542411122,0
1377,1429,1,6,4,5.7590785964705695,1,0.18592307917628012,0.6273195121359569,1
1378,1430,1,10,6,9.324843863292102,0,1.2095041275525842,-0.5336216534743639,1
1379,1431,1,8,4,7.873352872993687,1,-1.1472233364775308,2.486910043282944,1
1380,1432,1,0,1,-0.702693194849018,1,-0.2043826549856557,-0.8111016807412303,1
1381,1433,1,4,2,2.1576995972282367,0,-0.745186803325515,0.2530564730703361,0
1382,1434,1,0,1,-3.1630274244300587,1,-1.6724515722970865,-0.33354612535786277,1
