name,activated,threshold,before_activation_alters,after_activation_alters,degree,observed,age
1656,1,4.567920158348519,2,7,12,0,0.5083385268413512
1657,1,0.6575351992234069,0,4,10,0,-0.8895723433527247
1658,1,2.014343414685763,0,3,11,0,-0.3018920042887948
1659,1,2.1869427394634915,0,3,11,0,-2.1283210956963536
1660,1,3.16246153104602,0,8,8,0,-0.3606051391534258
1661,1,3.290164478713505,3,7,11,0,-0.6098176799647032
1662,1,2.814784075740804,2,9,10,0,-0.03492181452764108
1663,1,2.5137918294181834,2,3,11,1,-0.9453613137458613
1664,1,5.91696217254337,1,6,10,0,1.5534703668551075
1665,1,2.3983355329964082,2,4,11,0,0.4896842196686044
1666,1,2.007241443297808,2,3,12,1,0.44617933177103836
1667,1,2.1160945784954577,2,3,9,1,0.5098237013768235
1668,1,3.6295832828156582,1,5,9,0,0.6738787117242454
1669,1,5.688158288441773,3,11,11,0,2.0969142357649453
1670,1,1.2648024156199162,1,2,8,1,0.48394911710092053
1671,1,3.996624207474313,2,7,10,0,1.2181958843938951
1672,1,3.662494099738023,1,5,10,0,0.28628348507625895
1673,1,1.4747404742129926,1,5,10,0,-0.433523203938886
1674,1,2.081229865338442,1,8,12,0,-0.3406994346001747
1675,1,2.0600132838138085,2,3,10,1,-0.03993275180740349
1676,1,3.449000818880519,3,9,9,0,-0.5479443332063354
1677,1,3.2762032308308555,1,8,10,0,-0.17215053311501133
1678,1,4.9660019884163695,4,5,8,1,-0.17836751005147644
1679,1,4.8620244738094005,3,5,10,0,0.2762657145959173
1680,1,3.880217135729439,3,5,11,0,0.327233964640507
1681,1,4.606209515301233,4,6,10,0,0.08525024414912619
1682,1,5.034038634193086,5,8,12,0,1.270122100976066
1683,1,3.513606419769151,1,5,9,0,-0.07808654452261847
1684,1,1.9880348269218042,1,2,11,1,-0.9718363199641018
1685,1,4.265680652421379,1,5,14,0,-0.03180702301404308
1686,1,2.7044509886892363,1,4,10,0,-0.8439295539442095
1687,1,1.6576549787982773,1,2,12,1,-0.367770447567144
1688,1,0.7699934672574114,0,2,11,0,-0.6149120814641861
1689,1,4.721952019345565,4,7,9,0,0.8187424009747313
1690,1,3.0067993765209415,3,4,8,1,-1.4037386418035174
1691,1,1.3955061005170886,0,3,10,0,-0.7688984875807602
1692,1,1.263529945463534,1,4,13,0,0.5458501511379172
1693,1,3.6409665986249546,3,5,7,0,1.3475286998608798
1694,1,0.6337268157423939,0,1,10,1,-0.6131406799599364
1695,1,2.297277635145273,0,4,10,0,0.1864558134027802
1696,1,0.25244540135239557,0,1,13,1,-1.28282584965098
1697,1,4.025410574209781,3,5,11,0,0.6159873780985727
1698,1,5.503365159435994,3,8,10,0,0.45369730830146726
1699,1,1.4516414107696995,1,3,9,0,-1.4492867195808916
1700,1,2.9013413552776806,1,4,8,0,0.08969330210373763
1701,1,3.9225016785226146,2,6,9,0,-0.3811274186007386
1702,1,2.276701796920688,2,4,9,0,-1.6084383865599394
1703,1,3.10532536316292,3,6,10,0,-0.15397597533545623
1704,1,4.494748821487121,4,5,12,1,0.2862566762831681
1705,1,3.1667497440181163,2,8,9,0,1.299764182530314
1706,1,-0.09938671695995094,0,1,11,1,-1.2807733821909828
1707,1,4.379069673196307,1,5,10,0,0.5820622460228976
1708,1,2.0699766377968736,0,4,8,0,-0.20249689991392764
1709,1,3.0141911109083686,2,4,9,0,1.053069447642388
1710,1,4.699921204136408,4,6,11,0,0.666146439754349
1711,1,1.9461625014395039,1,3,13,0,-1.0744108570046371
1712,1,4.378357831534963,4,10,10,0,0.21316547094417507
1713,1,3.111583668566988,3,6,10,0,0.6254387501406176
1714,1,1.9394981688743158,1,3,11,0,-0.24126928271871462
1715,1,4.413940607455761,4,9,10,0,1.3674349484996562
1716,1,4.066996669001294,3,5,11,0,1.3716928079254036
1717,1,2.070867140579919,1,4,8,0,-0.7354088915730016
1718,1,5.079439692663509,3,6,10,0,1.0961652697813236
1719,1,2.7788757287943033,2,3,11,1,-0.7899634018791433
1720,1,4.036401007132677,1,5,9,0,0.8400963443625934
1721,1,3.584756342881045,2,7,9,0,-0.07369963650555715
1722,1,4.969718685280942,2,9,9,0,0.9090524212242824
1723,1,4.145213729851067,1,7,11,0,1.0793668275560349
1724,1,4.729407752058435,1,5,8,0,0.6695905138413086
1725,1,2.8109744875390517,2,8,10,0,-0.5928501773069366
1726,1,3.8608781944101507,3,8,10,0,1.191865611221982
1727,1,4.171071718129761,4,5,10,1,0.57292129715173
1728,1,4.746907378264661,4,5,10,1,0.19672134346096976
1729,1,3.9720191873551,2,4,10,0,-0.9102427224618935
1730,1,-0.38198554760252446,0,0,11,1,-2.303642393122938
1731,1,2.969527537527321,2,3,10,1,-0.3265825719970939
1732,1,3.7563679237870797,3,5,9,0,0.7531713146834689
1733,1,4.4398227468852625,3,5,10,0,0.9189550573533181
1734,1,1.9073884586220669,1,2,7,1,-0.561917656692707
1735,1,2.5286409211432064,2,3,10,1,-1.0714215825696067
1736,1,2.5337273578769843,2,9,11,0,-1.6576496879680456
1737,1,3.2597329001954094,1,4,9,0,0.3268234605321642
1738,1,3.6042625492116147,2,6,11,0,-1.2407594576546055
1739,1,1.6839628425312005,1,2,13,1,-1.0742614014298055
1740,1,3.0638565660939316,2,6,10,0,-1.5002995267193981
1741,1,3.5457321651909255,2,9,9,0,0.43707955312962715
1742,1,4.510171901971379,4,9,10,0,0.28399428133981813
1743,1,1.2966857245718482,1,2,9,1,-0.5046107542420846
1744,1,3.3832439177275173,3,8,8,0,-0.8580189754913496
1745,1,2.1870521964091942,2,4,9,0,-0.8656956643258156
1746,1,3.243561141951438,3,7,10,0,-0.5513275100125421
1747,1,0.7653834241588244,0,4,10,0,-1.3750347422013518
1748,1,3.269266195876378,3,4,6,1,0.6609085917925602
1749,1,3.4573416019904144,2,6,10,0,-0.9364892936939339
1750,1,4.304550483815359,3,8,10,0,-0.006337274075680171
1751,1,3.5833669556332572,2,4,9,0,1.1273712951152879
1752,1,5.14770595373464,3,6,11,0,0.8331034034863334
1753,1,2.569133454116688,1,3,9,0,-0.9647744107106235
1754,1,7.212930420576094,4,8,8,0,0.6056539173311456
1755,1,1.9669656788216578,0,3,8,0,-0.6959671471417753
1756,1,3.79588558360747,0,5,10,0,0.49979604024866536
1757,1,3.0013811583394916,2,4,10,0,0.03516579686033577
1758,1,4.343633953815203,2,8,10,0,1.0540813564642695
1759,1,4.423982045973971,2,6,13,0,-0.12489144560306184
1760,1,1.5605487784337457,1,2,9,1,-0.40862273028001667
1761,1,1.3035102056453995,1,2,10,1,-0.7696291601261543
1762,1,4.974095950454049,0,7,10,0,1.3916621847084787
1763,1,4.000394624877575,3,8,11,0,-1.0052598190734239
1764,1,0.42353745286535593,0,2,9,0,-2.271065924890208
1765,1,4.177208959408173,3,6,11,0,1.3006310589317898
1766,1,1.6936676528140273,1,3,9,0,-0.7065926126940097
1767,1,3.284099763452934,3,5,12,0,0.9649921622033573
1768,1,2.719503392697524,1,3,8,0,-0.1318002829733311
1769,1,1.7674021296338027,1,3,8,0,0.008157553900754025
1770,1,1.828359614033032,0,2,14,0,-0.09417611377095628
1771,1,4.8468333865597995,4,5,10,1,0.17439760613763358
1772,1,1.4947604899693365,0,2,10,0,-0.3908424234262674
1773,1,3.3222618207021526,3,7,9,0,0.5975182759741845
1774,1,5.165872655302754,5,6,8,1,1.1263576764618108
1775,1,0.2645947855911688,0,1,11,1,-0.9187131786147457
1776,1,5.216580964299267,5,8,10,0,0.8830477739535908
1777,1,0.7097020090147064,0,1,9,1,-0.9229771012955581
1778,1,2.2579575978499706,0,4,11,0,0.32509682573343845
1779,1,2.017756070207584,0,3,10,0,-1.5823744596642655
1780,1,1.7722938145872122,1,4,8,0,-0.6371724937512825
1781,1,0.28178771571505035,0,1,12,1,-2.052384905906269
1782,1,1.330858734824568,1,2,12,1,-2.0621301733098942
1783,1,3.9146797458858305,3,4,10,1,1.4672306640687736
1784,1,2.917706079295848,2,5,12,0,-0.045213981228404775
1785,1,2.331107297594395,0,3,8,0,-0.43513550400404516
1786,1,4.690644260503926,1,6,11,0,-0.052010805698306004
1787,1,4.55118047089831,3,7,10,0,-0.11930454593680057
1788,1,1.7194037041407189,0,5,9,0,-1.1544066439810006
1789,1,1.712908300239918,0,2,10,0,-0.7811581556843565
1790,1,2.4684268548726185,1,3,10,0,-0.9636896757251807
1791,1,4.105959650101315,2,9,10,0,0.6434790282386003
1792,1,3.6142689576678713,3,4,11,1,0.5114529722387915
1793,1,3.0947994141501165,3,4,11,1,-0.16944784570673244
1794,1,1.621630863598324,1,2,11,1,-0.6097829600535644
1795,1,3.9905405624503896,0,4,10,0,0.7050658787237329
1796,1,4.243692979591134,3,5,11,0,-0.025641159574395424
1797,1,3.5732741370299044,3,4,8,1,0.1058910954389662
1798,1,2.4359099906380868,0,3,11,0,0.42665925859908116
1799,1,3.6987885648655507,3,7,10,0,0.7869093426801207
1800,1,2.5867736144145095,1,5,11,0,-0.3937569025634155
1801,1,3.092302624929531,3,4,10,1,0.14942395992173355
1802,1,3.6708854281390324,3,8,11,0,0.1982843226495948
1803,1,4.166099441324527,1,5,10,0,0.7683373217095099
1804,1,0.5842633037789575,0,10,11,0,-2.1511398903321184
1805,1,2.9093661282479557,0,4,10,0,1.5354661819368312
1806,1,2.9303173984135413,0,3,9,0,0.21273383981587504
1807,1,1.9724665264276882,0,4,11,0,0.5572453345675301
1808,1,5.93367895523042,5,6,10,1,0.9101434257000682
1809,1,2.1194110779651987,0,3,10,0,0.13632720442065077
1810,1,2.000656962673537,0,4,11,0,-0.4911479548153759
1811,1,3.274686271114051,1,7,11,0,-0.12718792349668662
1812,1,5.034491948770227,4,11,11,0,1.1279927966270031
1813,1,1.5475578679009219,1,4,10,0,-1.5676459816426378
1814,1,3.577148414064625,0,5,9,0,-0.07002800505053684
1815,1,3.572243742010998,3,7,9,0,0.31265078086090425
1816,1,2.2954198476026315,2,4,9,0,-0.07802546713342844
1817,1,1.3221118554157365,1,8,10,0,-1.5079763541257518
1818,1,1.7709419692092463,1,4,11,0,-0.9021490396553302
1819,1,4.3332536431121325,3,6,11,0,0.06421790502937248
1820,1,0.4460316272337508,0,1,10,1,-1.3677421921925315
1821,1,6.2193750029195165,4,10,11,0,2.075356492898845
1822,1,1.1487229151005678,1,3,10,0,-1.0127488762031318
1823,1,3.572499171428951,3,9,11,0,0.1226038536536454
1824,1,2.6378517934436627,2,8,10,0,-0.22291460526071172
1825,1,4.4474334627917855,4,6,12,0,-0.354635927186614
1826,1,3.2653170748178977,3,6,9,0,-0.24619212658532022
1827,1,3.9796018974249483,0,7,10,0,1.2043498581524363
1828,1,2.7928910452607494,2,4,8,0,0.667706730499126
1829,1,2.3940576902531108,2,4,13,0,1.3469620205728696
1830,1,3.1362834977615357,2,4,10,0,0.45002080075701206
1831,1,4.4744146193299175,4,5,10,1,0.6078223504922193
1832,1,0.8211808260795914,0,1,12,1,-0.8496631391686179
1833,1,3.5559736404244635,3,4,10,1,0.6747305960514659
1834,1,3.731194916002089,3,7,8,0,0.20860308537665223
1835,1,2.519759765358038,2,3,11,1,-0.022465780837194
1836,1,2.8048749678244516,2,4,10,0,-0.04629724371546258
1837,1,3.436714655064814,2,6,10,0,0.10379947119774169
1838,1,2.5711569290187453,2,3,11,1,-0.2740275984219673
1839,1,2.450134475731526,1,3,10,0,-1.5419287804682271
1840,1,4.54760100557108,3,5,11,0,0.3955611642363631
1841,1,4.834982113127213,0,7,9,0,1.2039578555939516
1842,1,2.7279116928334814,0,7,8,0,-1.4369308391389861
1843,1,3.057680669171499,0,10,10,0,-0.5930041119485309
1844,1,2.4018306946753616,0,4,9,0,-0.4475677796009788
1845,1,2.973287645725546,0,4,12,0,0.9048186433482269
1846,1,1.3853909588598199,1,7,10,0,-0.171385474662281
1847,1,1.4604654285987966,1,4,11,0,-1.8802422210250653
1848,1,1.9598363503091885,1,2,9,1,-0.9760187515550052
1849,1,3.0650192304085584,0,5,10,0,0.7357923415083131
1850,1,3.4454874716144754,1,6,11,0,0.7409942548409517
1851,1,1.4763244234492294,1,2,14,1,-0.8984655035173704
1852,1,1.8214471204272615,0,4,11,0,-1.682586406531441
1853,1,1.6428192456372341,1,3,10,0,-0.29928092964820063
1854,1,2.3989639057522756,2,5,11,0,-0.4967750263201247
1855,1,2.0755901095937777,1,3,11,0,0.419061047285647
1856,1,1.953809908485262,1,2,9,1,-0.4447568529437233
1857,1,4.914695660381631,1,8,10,0,1.2961044191253699
1858,1,3.550973512594549,3,8,11,0,1.8275623870493047
1859,1,2.5053294763127107,2,11,11,0,-0.28517150589759577
1860,1,1.6192982320673412,0,2,14,0,-0.13030988385483488
1861,1,2.3094873891301195,2,3,10,1,-0.7475520491363736
1862,1,2.239010991095651,0,3,10,0,1.219201709886107
1863,1,2.671764476359778,1,5,11,0,-0.702876370035782
1864,1,4.9695033561076585,3,8,10,0,0.8898132362179186
1865,1,2.7833765879450354,1,3,11,0,-0.9019695120334824
1866,1,1.7082097741068316,1,3,11,0,-0.6469348629614443
1867,1,2.650955442338406,0,4,10,0,-0.8314618779092051
1868,1,3.643035889150466,3,4,9,1,-0.14192162942720452
1869,1,6.418836274853758,1,11,11,0,1.8973619448071795
1870,1,2.8707038213533638,2,6,11,0,0.6062168362683199
1871,1,3.5021333676588577,3,4,11,1,0.36988702666533463
1872,1,2.9523211962226803,2,4,9,0,0.06906386971608149
1873,1,3.120016908006569,1,4,8,0,0.1198762897860943
1874,1,5.4779610243417665,3,6,11,0,2.3759556619728097
1875,1,2.210091200099545,2,5,11,0,0.14864642465525618
1876,1,5.887649338127028,3,6,11,0,2.640825053302445
1877,1,5.486444231571717,2,10,11,0,1.9323440063007113
1878,1,3.8600316874928646,2,10,10,0,0.08606380954577512
1879,1,3.7165362808597435,2,5,11,0,0.04418344649596679
1880,1,1.7502019658653387,0,6,11,0,-0.6755511230037411
1881,1,3.4038643865792686,3,5,10,0,0.016028859829324307
1882,1,2.798572041578676,0,7,9,0,0.3995765735871926
1883,1,2.683490268692448,2,4,9,0,0.379512387465251
1884,1,2.1596938952960114,2,7,9,0,0.3925947287501205
1885,1,4.894973938474083,4,5,10,1,1.1270339586928104
1886,1,4.311576495378589,2,11,11,0,0.22853906964472107
1887,1,3.58211749039303,3,4,10,1,0.5937379836169916
1888,1,0.9442178677202082,0,1,10,1,-0.9403148966486699
1889,1,5.0357910045722925,4,7,9,0,2.2069628462299
1890,1,1.7882358399794005,1,2,10,1,0.9946433530613269
1891,1,4.419962070767063,2,7,9,0,-0.31031252436830187
1892,1,2.956460596821505,1,3,10,0,-0.29272970286467714
1893,1,5.124733790170623,3,7,9,0,0.10639188351427122
1894,1,2.9927400038809124,1,5,9,0,0.6539414075216169
1895,1,4.09853431284738,3,5,11,0,0.6089974687475525
1896,1,1.5420431102126995,0,2,9,0,-1.2157047020894072
1897,1,2.645777435200947,0,8,10,0,-1.1137264848571184
1898,1,3.2495075027869027,2,8,10,0,-0.6201758841928623
1899,1,2.757651688556147,1,7,12,0,1.1507088858426748
1900,1,2.358340520637777,0,3,7,0,-0.6839541217099423
1901,1,3.972912824401101,1,6,10,0,-0.7905923311103419
1902,1,3.6774239273379106,2,7,11,0,-0.24269034916554735
1903,1,1.1440073207597612,1,2,11,1,0.14572494331567043
1904,1,3.290232716396124,0,6,11,0,0.7007293604133269
1905,1,4.4522984315624665,4,5,10,1,0.7017863363354686
1906,1,4.78508603641522,3,5,12,0,0.9004168259318465
1907,1,4.106138139493777,4,8,11,0,1.3677732661899762
1908,1,2.735955545680402,1,3,11,0,-0.1979198920124991
1909,1,4.2076450092294255,2,5,11,0,0.7372147634744204
1910,1,2.8937989813346356,1,4,12,0,-0.06281410073241984
1911,1,0.8749760855520803,0,1,10,1,-1.2895568432231486
1912,1,3.2766781433874614,3,5,11,0,-1.0642370898489166
1913,1,0.09218647548937842,0,1,11,1,-0.10908162453059576
1914,1,3.8503245630204628,1,8,11,0,0.7150451224118575
1915,1,3.8156564844055607,3,5,9,0,0.7521971332774258
1916,1,1.2911654830389228,0,3,10,0,-0.7310215065608445
1917,1,1.8408793224297044,1,2,10,1,-0.7379091016970938
1918,1,3.273988495621996,2,6,11,0,0.9864075058808826
1919,1,1.2907929220916827,0,2,11,0,-0.8910876705887366
1920,1,3.904348729504604,2,5,8,0,0.4794096902762751
1921,1,4.174113964730347,4,6,9,0,0.5461517011897918
1922,1,2.4796450342613503,2,4,11,0,-0.732529810620009
1923,1,4.159457953519745,2,5,11,0,-0.8876048868832774
1924,1,6.421228178836586,6,7,9,1,1.392366832381394
1925,1,-1.3936455134662369,0,0,9,1,-1.9890004309830915
1926,1,3.676475395395042,3,4,9,1,0.8557763639699535
1927,1,0.7122454943035801,0,1,8,1,-0.5871081852091985
1928,1,3.3833471449141794,3,7,10,0,0.7548138585509375
1929,1,2.5884722266787437,2,4,11,0,0.12382586843519122
1930,1,3.916863733623228,2,5,9,0,1.973438376607224
1931,1,6.7948455477940275,3,7,11,0,2.8527075434798896
1932,1,2.2005320451104975,1,8,9,0,0.6432736654523576
1933,1,6.303137869110554,4,7,8,0,1.3760968164595104
1934,1,3.580525135467516,3,6,11,0,-0.05296046073173814
1935,1,2.7546915267312015,2,3,9,1,-0.5193204674326147
1936,1,3.276681594955194,3,7,7,0,0.8580778875106493
1937,1,2.7462196682150393,1,5,9,0,0.02624290241267833
1938,1,3.602560497367383,1,4,9,0,0.19467207669060482
1939,1,4.65636229114713,3,8,11,0,1.5647799160037263
1940,1,4.837038819089281,2,6,12,0,-0.9581271026502153
1941,1,5.141069006081375,5,6,8,1,0.7582337753011432
1942,1,3.2570858541260357,2,8,10,0,0.4536721228425841
1943,1,4.235692246618814,4,7,7,0,-0.005090156314872381
1944,1,1.9595594956947808,1,5,10,0,-1.8938750125848263
1945,1,1.0648249332837953,1,6,10,0,-1.6209438338454278
1946,1,1.731801584302537,1,6,9,0,-0.6386506779296353
1947,1,1.4817216748055921,0,3,10,0,-1.7455564107140475
1948,1,0.7178619112915992,0,1,9,1,-1.5240586611664042
1949,1,2.1204486749546283,2,3,9,1,-0.06786956090141476
1950,1,3.1058463631261075,0,7,10,0,1.2070255324896224
1951,1,2.4140742674966695,2,5,16,0,-0.6977679453177846
1952,1,3.0475904115340255,3,6,13,0,0.36490977557440285
1953,1,3.824571645065398,3,5,10,0,0.5539298982358879
1954,1,2.606330596587607,1,3,12,0,-0.614477839721487
1955,1,4.278459623571134,4,5,8,1,1.3536102715804381
1956,1,5.1715963259721525,4,8,11,0,0.3868250643540354
1957,1,5.206670758229247,4,7,10,0,1.9233365855009577
1958,1,3.37164395537366,3,5,12,0,0.6432003458655858
1959,1,3.0746638324866375,3,4,10,1,-0.28215614022967916
1960,1,3.7700937259004528,3,6,10,0,-0.5437866117432987
1961,1,4.658130911131585,0,8,10,0,1.115378083955988
1962,1,3.174686126110106,1,7,10,0,0.7802370385016075
1963,1,4.936850800804258,1,9,10,0,1.5124135035555513
1964,1,1.5972582685786967,1,2,9,1,-0.6658074708792416
1965,1,3.550671766489035,2,6,9,0,0.8098745983617853
1966,1,1.9786844233385699,1,4,10,0,-0.9831420009994583
1967,1,3.623033455098848,3,5,10,0,-0.4336189368264793
1968,1,3.6320301837875384,1,4,9,0,1.3265527797448515
1969,1,0.7333972750841262,0,1,8,1,-0.8898636039243013
1970,1,2.6462369682280578,1,3,9,0,-0.49692444024602483
1971,1,5.1099454735340615,5,10,12,0,-0.27478426763686775
1972,1,2.0836942492992456,2,8,10,0,-0.4811011653477677
1973,1,1.7337503954773703,0,2,11,0,0.15683919105661545
1974,1,2.81851620376498,1,11,11,0,-0.031481577227766386
1975,1,2.1664590857922112,2,3,11,1,-0.16575097719165016
1976,1,3.8381973953363406,1,4,10,0,0.9086280310252248
1977,1,0.854113479324698,0,5,10,0,-0.21030015755720677
1978,1,4.8123094250098815,2,6,10,0,1.361354477764956
1979,1,1.7821117049031503,0,3,10,0,0.3373219255017173
1980,1,0.08858488013880095,0,1,11,1,-1.656007285453733
1981,1,3.286004325235637,2,4,9,0,-0.8230224410910105
1982,1,6.564180389709265,2,8,10,0,2.1596425961025933
1983,1,2.486029036069725,2,4,10,0,-0.40386462294838593
1984,1,2.219419851940627,2,10,10,0,-1.478827378723467
1985,1,3.3848175407045993,1,4,8,0,1.3650693084457175
1986,1,3.098076902388449,0,5,10,0,0.44145796404577886
1987,1,3.366688416858847,2,7,8,0,0.32697009618490847
1988,1,1.778210921516539,0,2,11,0,-1.384472853216854
1989,1,2.6625667608483425,0,7,10,0,0.6444677141870477
1990,1,3.06692789158138,1,6,10,0,0.6930037726078895
1991,1,1.766584804386386,1,3,13,0,0.07995010123747283
1992,1,2.4226294193446556,0,7,10,0,0.3887002619968049
1993,1,3.038131334039662,2,7,14,0,0.6832852506194081
1994,1,0.9802142953562036,0,1,8,1,-0.3230584007446766
1995,1,1.9280630531867995,1,7,10,0,-0.22429623692735615
1996,1,1.343707778776641,1,2,12,1,0.6849797619927707
1997,1,3.1946189705575785,1,5,11,0,0.09142196380148568
1998,1,2.8178364981194925,1,5,10,0,-0.7425127809713753
1999,1,1.551851343258248,1,2,10,1,-2.276173658534809
2000,1,1.232203427470617,1,2,10,1,-1.112258749012999
2001,1,3.2523355513759986,2,5,12,0,1.2602763450310344
2002,1,4.406461330492824,1,8,10,0,-0.023737742088606746
2003,1,-0.630693994038694,0,0,10,1,-1.6680782902112732
2004,1,3.578951178075953,3,6,11,0,-0.19427938140790896
2005,1,2.9263740867031736,1,3,11,0,-0.4699363019838202
2006,1,3.054379461410192,3,5,11,0,0.5641253429181005
2007,1,4.6304276242720395,4,8,9,0,0.9383421729194897
2008,1,2.4124066975690597,2,3,13,1,0.16653796809633836
2009,1,3.3922204855193403,0,6,11,0,0.6672116547796587
2010,1,3.265484570847011,0,6,9,0,0.470996731358286
2011,1,3.198956926935185,0,7,12,0,0.6158302862004517
2012,1,2.3669241409356143,2,4,11,0,-0.5313509576175505
2013,1,2.9914842353638225,2,3,11,1,1.2098205468710534
2014,1,3.7716787735765167,1,5,9,0,0.34208108947020494
2015,1,4.288631738249065,4,8,8,0,0.9852073934975326
2016,1,0.9358614595506287,0,2,11,0,-0.6460558322886036
2017,1,2.580402584367742,1,5,10,0,-1.0743924923063382
2018,1,3.195146855585472,2,8,9,0,-0.5863017261625335
2019,1,2.966312819199939,1,8,10,0,0.29956280404291297
2020,1,1.350513026358769,1,7,10,0,-1.201798258762123
2021,1,1.8530397762070294,1,2,10,1,-0.8785684339560542
2022,1,3.485396287149344,3,8,11,0,0.6312899741999312
2023,1,3.8294996017665266,3,5,10,0,1.4975204725007116
2024,1,3.5514823952249053,1,8,11,0,0.7180823543193575
2025,1,3.3035603014948487,0,4,10,0,-0.10224151676497467
2026,1,3.3719142470608436,3,4,10,1,-0.5006747416858887
2027,1,4.318523738693042,1,5,9,0,-0.8509625587608592
2028,1,2.8081191678732016,2,3,10,1,-0.025578851476723185
2029,1,3.002241882684859,1,5,10,0,-0.8977237963933188
2030,1,3.5639385880157546,3,6,9,0,-0.2716287615226415
2031,1,0.6642729983633298,0,1,10,1,-0.46447306920238873
2032,1,2.3947486419043953,2,8,11,0,-0.8168310774253176
2033,1,4.598774742884736,2,5,11,0,0.3343932583690649
2034,1,2.5839710594533223,2,3,10,1,-0.3533459586492129
2035,1,2.3417243537758767,2,8,9,0,-0.5907196230207079
2036,1,5.682686248568178,4,6,10,0,2.3168406072586585
2037,1,4.653116680026695,1,5,11,0,0.7001180729094925
2038,1,3.305304691426727,3,6,11,0,0.46159847952785393
2039,1,2.5698926158657156,2,3,10,1,0.9308664069864202
2040,1,3.9015629825070834,2,4,10,0,-0.2377970255386545
2041,1,2.157220775857339,1,3,10,0,-1.4430363671019666
2042,1,2.712769563254615,0,5,10,0,0.686267715679405
2043,1,1.5255101362490873,0,8,11,0,-0.47728571331496383
2044,1,2.7581578170073495,0,3,10,0,0.29238224000209356
2045,1,3.336185973897733,3,4,11,1,0.17026931905490988
2046,1,2.597262648492349,0,6,11,0,0.2622866610178198
2047,1,2.7800473934944536,2,4,13,0,-0.33336349661660986
2048,1,2.1776044693435463,1,4,10,0,-1.573509086103148
2049,1,1.8398417056220342,0,2,8,0,0.32731019503604664
2050,1,2.0264540548973002,1,3,10,0,-1.3712807666580273
2051,1,3.9208551306577695,3,7,10,0,0.9783269489207084
2052,1,3.357657196041667,3,4,10,1,0.16957624325094775
2053,1,0.6739459780006434,0,2,9,0,-1.1421764185014553
2054,1,5.066937576287181,0,6,9,0,0.5165267423285962
2055,1,-0.3840940988204,0,0,10,1,-0.9185581322352301
2056,1,2.621299764781118,0,4,9,0,-1.128315775181571
2057,1,2.6649298981873715,2,7,11,0,-1.340266622092582
2058,1,1.6815472092850625,0,2,12,0,-0.7373570238528138
2059,1,5.682918218796258,0,9,10,0,1.3513662734182563
2060,1,1.964298222671305,0,2,13,0,-1.024848622552251
2061,1,0.9439225003332234,0,3,12,0,-1.4319306953169928
2062,1,1.9388878441496162,0,6,9,0,-1.4138492556676143
2063,1,-0.6934337449355334,0,0,11,1,-2.709378550483806
2064,1,2.805433674176876,0,4,10,0,0.5692285338655398
2065,1,2.136674751306101,0,3,11,0,-0.3266802513022891
2066,1,1.1676675300791834,0,2,9,0,-0.37364471507957253
2067,1,2.0122792146365187,2,5,13,0,-2.137429131735661
2068,1,2.7566401660584443,0,6,10,0,0.8848405107516453
2069,1,2.0996572905845894,1,5,12,0,-1.7612806134027597
2070,1,3.7533329001133824,0,6,12,0,1.2871582379551354
2071,1,-0.16726039834664475,0,0,11,1,-2.1578426866909357
2072,1,4.8063816959937125,4,6,10,0,0.3636218444952294
2073,1,1.9002329559062927,0,5,11,0,0.8891197719046776
2074,1,3.1663314567821215,3,4,12,1,0.7754952006225212
2075,1,2.357590852681598,1,3,8,0,-0.8760223273208814
2076,1,4.397202572108623,3,7,8,0,1.342296786152026
2077,1,4.127573047712554,4,7,9,0,-0.25971148225685825
2078,1,1.922460600788089,1,2,12,1,-0.33297608361598113
2079,1,4.367643688666425,3,5,11,0,0.7394613973957497
2080,1,4.396046500820109,3,6,13,0,0.9381591987783481
2081,1,4.217398494624433,3,8,10,0,1.2309682718900143
2082,1,1.5308695935327783,1,2,9,1,0.6491355233754426
2083,1,1.0841091035164292,1,2,10,1,-1.3520339319752297
2084,1,1.7960615721375424,1,4,10,0,-0.2927557077992961
2085,1,3.096363390745944,0,9,9,0,0.1777473602741921
2086,1,4.43707496212577,1,8,11,0,0.5783894958584158
2087,1,5.591376986819835,5,6,10,1,0.34816883872746335
2088,1,2.3006147010420026,1,8,11,0,-1.2336846015740652
2089,1,5.3376226506975675,1,6,11,0,0.7668960328837957
2090,1,2.580192656028233,2,3,9,1,-0.3443365065547533
2091,1,4.7740807933484835,4,11,11,0,1.8418524196831296
2092,1,3.0276505985316504,3,4,9,1,-0.6560350908662584
2093,1,4.956538126369379,4,6,10,0,1.1260459215117735
2094,1,3.3488398568237825,3,6,11,0,0.48209730267449075
2095,1,0.185306804166943,0,1,10,1,-0.2232432618324604
2096,1,2.257712716612194,1,5,7,0,-0.4876743517625346
2097,1,2.434306735010432,1,3,10,0,-0.5228838225264204
2098,1,3.0827565451392447,1,4,11,0,-0.1715819149976752
2099,1,2.353664686170336,1,7,11,0,0.008327610065556686
2100,1,1.3522076101374765,0,3,10,0,-1.2917990606172234
2101,1,5.06382578097703,0,6,10,0,0.11994845873333743
2102,1,2.9377497464501694,0,5,9,0,0.8714523262571641
2103,1,1.816037740536851,1,3,10,0,-1.8304537258903466
2104,1,0.6085056231086026,0,1,12,1,-2.227398776911855
2105,1,1.7340981105542452,0,3,6,0,-0.5976118429967857
2106,1,4.7046759060970285,1,10,10,0,1.366631075247474
