,ego,activated,activated alters,timestep,true threshold,bin_var1,var1,var2
1163,7819,1,0,,-3.3465251193842533,1,0.2786252234992113,-2.2604783475519863
1164,7820,1,0,,-3.0711187269091873,1,-2.1102848631880984,-0.12141420025830094
1165,7821,1,0,,-3.3224582217132954,0,-3.062827267045645,0.16821987545044592
1166,7829,1,0,,-1.282335107760894,1,-1.260327432580834,-0.6561641496218451
1167,7843,1,0,,-3.8194664207421334,0,-1.1269259096485078,-1.5907567447064648
1168,7850,1,0,,-2.5870497396705012,0,-0.7644865282866659,-1.7504214461357908
1169,7855,1,0,,-0.6320309883821027,1,0.20852537098049104,-1.3062826503636462
1170,7861,1,0,,-1.5504287044145142,0,-0.6116588939263395,-1.7375804857154418
1171,7874,1,0,,-0.44456523672097603,1,0.07884753158699404,-1.0112640274379068
1172,7876,1,0,,-0.6372726604826513,0,-0.00670627815992703,-2.0044919114279733
1173,7885,1,0,,-1.3901102487652728,0,-1.0762178008673036,-1.1659348841190351
1174,7889,1,0,,-2.0841489269174325,1,-1.0611886418383205,-0.23437093708015416
1175,7891,1,0,,-0.8032673806332122,1,-0.893248746693157,-0.6709951031600289
1176,7896,1,0,,-0.5731721614028502,1,-0.8685721771264596,-0.5464964376098363
1177,7898,1,0,,-0.1355249368093957,0,-2.1116769791882763,0.24790781844674792
1178,7905,1,0,,-1.2086080044028953,1,0.010238595655061137,-1.134469976974509
1179,7908,1,0,,-0.4077913041387319,1,-1.2285664041816473,-0.10126514511776301
1180,7918,1,0,,-0.9742362448852273,0,-1.0499532046546027,-0.4179951950837485
1181,7919,1,0,,-3.3791861379403776,0,-1.7242244697753157,-0.9417646354533306
1182,7925,1,0,,-2.1373885043213496,0,-0.4954794848517613,-1.7430061919990245
1183,7927,1,0,,-1.18310113600007,1,-0.01692694984596727,-2.0695624727508743
1184,7954,1,0,,-2.304909768982559,1,-0.37010885364133983,-1.9308510317241365
1185,7959,1,0,,-0.13456981396909495,0,-0.5116741722990031,-0.9045075509672608
1186,7967,1,0,,-3.103642120153469,1,-1.745340302779762,-0.7658768272239891
1187,7978,1,0,,-0.9085407729143744,0,-0.8746171360134177,-0.7892335968184956
1188,7983,1,0,,-7.8115696668376,0,-2.3931136602973617,-1.3329302660112035
1189,7986,1,0,,-0.5427362257066795,0,-0.99733992218503,-0.40217291895368135
1190,7994,1,0,,-0.7135646800455948,0,-0.3146517475322166,-1.422615741253079
1191,7995,1,0,,-3.4971655477991286,1,-0.1755487612287189,-2.4734972213868325
1192,7997,1,0,,-2.1035285156257997,0,-1.0046276213831657,-0.7279160163902887
1193,8001,1,0,,-5.416053959461993,0,-2.318210721155504,-1.0339144746226963
1194,8004,1,0,,-1.7884914455960579,1,-0.3020523729069127,-1.9777270059095475
1195,8006,1,0,,-1.840911966307931,1,-1.812186778247863,-0.006525811634822218
1196,8010,1,0,,-1.9498626920963011,1,-0.6229449867483708,-1.3371761246725693
1197,8019,1,0,,-2.942867041650426,0,-0.04305172568587938,-2.3253234066850075
1198,8022,1,0,,-1.5755178128547842,1,-0.19587531574848216,-1.1095370132479656
1199,8029,1,0,,-3.6302198143932536,0,-1.9258042634379084,-0.24824477865663527
1200,8031,1,0,,-1.6986086234319464,0,-1.3336934282998028,-1.020233186098162
1201,8036,1,0,,-3.051128137647341,0,-3.203770621972406,0.31018670072379295
1202,8037,1,0,,-3.5939846918404976,1,-1.9159999847828073,-1.1913235515869434
1203,8038,1,0,,-2.1639801527960665,1,-1.30454939354701,-0.5116176657720497
1204,8042,1,0,,-0.14002750371542105,1,-0.2317830810024736,-1.5385898194487209
1205,8043,1,0,,-1.5624956681697613,1,-0.5436010038323507,-0.7690846348118835
1206,8050,1,0,,-3.3759291796508704,1,-0.6752508643268155,-1.9738575350703116
1207,8056,1,0,,-0.045057230620992844,0,0.8316938579884122,-2.5785392923490273
1208,8060,1,0,,-0.7107887973553227,1,-0.9710349627912813,-0.7781650192638156
1209,8064,1,0,,-2.9462386497556903,1,-1.0383029113143913,-0.6618265088107125
1210,8065,1,0,,-0.14484497310984362,1,-0.46239878464704276,-0.9179705376236996
1211,8067,1,0,,-3.6842344746493434,1,-1.7286075507392396,-1.1607190791948854
1212,8068,1,0,,-1.4395257753184731,1,-0.9894595082393106,-0.8685832312580466
1213,8084,1,0,,-1.3531156628028707,0,-1.3763705303977651,-1.27938838826934
1214,8097,1,0,,-4.342201145358961,1,-1.3650567708629613,-0.7755478733280268
1215,8099,1,0,,-5.2450628861257895,1,-2.5550737691633243,-0.32318850655273934
1216,8102,1,0,,-0.03748114066062613,0,-1.2453681412111461,0.024041360457221148
1217,8109,1,0,,-4.32239348729663,1,-1.7740008475029303,-1.3146054766401083
1218,8113,1,0,,-2.592395526005384,1,-2.3959059208767277,0.21463675348127007
1219,8136,1,0,,-3.6679237157488864,1,-0.8001307438019147,-1.559657478014773
1220,8141,1,0,,-0.2692402264318039,1,-1.2751107601215759,0.3426291403552732
1221,8142,1,0,,-11.078957885601984,1,-2.3633865512318417,-2.8241483789042285
1222,8143,1,0,,-4.129310501566162,1,-0.477192804370475,-2.1047310928260847
1223,8145,1,0,,-0.33810156305093964,0,-1.2491525987558083,-1.0514432639093088
1224,8148,1,0,,-0.5146236170904627,1,-2.1841790569786905,0.8927672540162453
1225,8150,1,0,,-2.777928263337323,1,-1.9601326782482664,-0.33256329266005247
1226,8160,1,0,,-0.07632673443262561,0,-0.018090594387847474,-1.3501507734770697
1227,8162,1,0,,-0.22900457770063543,1,0.022885987397067903,-1.2040233138170429
1228,8168,1,0,,-2.318691158234495,1,-1.1922531693251484,-0.9652789875163796
1229,8169,1,0,,-3.569516232114552,1,-1.019854038658182,-1.4207225373472634
1230,8172,1,0,,-1.2926157659950848,1,-0.9031548453955455,-0.18292819552475692
1231,8173,1,0,,-6.058465780382451,1,-0.9453644363468336,-1.9888641773694413
1232,8182,1,0,,-0.2944838627296541,0,-1.0419196388748242,-0.5190740875950827
1233,8183,1,0,,-1.2608839573806803,1,-1.3569890895318872,-0.09678365420798751
1234,8195,1,0,,-2.0589491812161422,1,-0.7672389125761638,-1.0946081231205658
1235,8196,1,0,,-5.664487353361745,1,-1.533831344058109,-1.5935778613110914
1236,8199,1,0,,-0.037558092446110414,1,-0.46122804855753397,-0.628808510407967
1237,8200,1,0,,-2.8364308518323353,1,-1.1660663658842219,-1.938168090933119
1238,8208,1,0,,-0.7821478007804641,0,-1.6436031398987103,0.3138177758222949
1239,8259,1,0,,-0.220105742172503,1,-0.2340158495876307,-1.8166106533561148
1240,8262,1,0,,-7.152293492163698,0,-1.1455613677149206,-2.821664665902826
1241,8264,1,0,,-6.787958752110504,1,-1.2985936266794376,-2.0333682476109014
1242,8276,1,0,,-1.236877811195988,1,-0.13925251630007124,-1.8394479385773739
1243,8277,1,0,,-3.514508006086679,1,-2.046923198066269,-0.4173991251851331
1244,8281,1,0,,-1.2537684619683718,1,-0.2786498708723418,-1.4701426633800652
1245,8286,1,0,,-0.24125537318471765,0,-0.46657302302476605,-1.34145499775505
1246,8287,1,0,,-3.9000255569037336,1,-1.1434287519582351,-1.4709149013252074
1247,8288,1,0,,-1.07997040432317,1,-0.17814060997653508,-1.2028454120222172
1248,8289,1,0,,-1.785270433182078,1,-2.2223504762051833,0.11638927214314353
1249,8292,1,0,,-0.8268995376849956,0,-0.9769482067792878,-0.6637162738175463
1250,8293,1,0,,-0.7439755041860466,1,-1.1187766144811653,-0.4422411828724388
1251,8295,1,0,,-0.5476430109852146,1,-1.5525199212279823,0.26473058022180507
1252,8310,1,0,,-3.0107882838421762,1,-1.8517512724283123,-0.7620102375828578
1253,8317,1,0,,-3.0591485050149787,0,-0.8198401426496035,-1.838016367682158
1254,8328,1,0,,-0.7938438711874012,1,-0.2542626399543252,-1.1823793796043476
1255,8331,1,0,,-2.4260972189597103,0,-2.089894172158339,-0.723906385505775
1256,8337,1,0,,-2.289748164520218,1,0.19930834498287753,-1.5837893169396446
1257,8341,1,0,,-0.646747104801191,1,-0.43883741420664774,-0.9024767351363814
1258,8347,1,0,,-0.96976411503806,1,0.8561664192857186,-2.2140924794369603
1259,8350,1,0,,-3.1706164151405947,1,-1.529083610384348,-0.746554150001215
1260,8351,1,0,,-0.19247235284752162,0,-1.406229487198724,0.04135664870387309
1261,8356,1,0,,-4.182777446849607,0,-1.8677634306281863,-0.580946378150915
1262,8357,1,0,,-0.39101332107695974,1,-0.15304659789147718,-0.5617063359811784
1263,8358,1,0,,-0.7647175064250232,1,-0.23039766423392158,-1.4023968137439147
1264,8366,1,0,,-0.06125881144508111,0,-1.5371979993208285,-0.07597795628806026
1265,8368,1,0,,-0.7142790485596376,1,0.7651045713136142,-2.2624267021118025
1266,8370,1,0,,-4.769258280741966,1,-1.9761527945892898,0.03493168805723803
1267,8375,1,0,,-0.6351146959614242,1,-0.8055213238225906,-0.3390829112482102
1268,8385,1,0,,-4.925920847595984,1,-0.808698520557262,-2.0604553713643052
1269,8387,1,0,,-1.799697053014064,0,-1.0121415564815046,-1.330373439181175
1270,8394,1,0,,-2.1649841267510195,1,-0.2101142314049366,-1.3447664903397503
1271,8395,1,0,,-2.2217563246804,0,-0.8148434347189731,-1.543774815502595
1272,8396,1,0,,-2.1949292608026036,1,-0.9069590167783859,-1.023023555289462
1273,8401,1,0,,-0.9066984154004961,1,-0.9647913881103196,-0.36101739104402736
1274,8404,1,0,,-7.350496750996304,0,-1.5310861852047466,-2.7877602091640754
1275,8416,1,0,,-0.6953737672086513,1,-1.1974410667051618,-0.5011398406158873
1276,8423,1,0,,-2.027790234462059,1,-0.47142781570780523,-1.525904828669385
1277,8424,1,0,,-2.132259620482121,1,-3.033791352136483,0.5869765079843844
1278,8425,1,0,,-1.0106624398604636,0,-1.3086784499923558,-1.0364623139207219
1279,8441,1,0,,-2.5445932748793574,1,-1.4661242654615956,-0.8366467382347827
1280,8443,1,0,,-1.7891269987348655,1,-1.9964160337414834,-0.2944798978789256
1281,8444,1,0,,-3.1056351845967485,0,-2.442015836112296,-0.2037067080683467
1282,8448,1,0,,-6.945565770251144,1,-2.1801778664481204,-1.6903286726995244
1283,8452,1,0,,-0.05074331748479405,0,-2.2324245520428185,0.39247621231402924
1284,8469,1,0,,-4.436785148523394,1,-1.852601957037596,-0.17973863531458487
1285,8484,1,0,,-1.4544369260556866,0,0.040954489559725,-2.065389449557643
1286,8486,1,0,,-3.0520851540781964,1,-0.8207875320414618,-1.6834496335605622
